requestId,source,destination,category,urgency,timeSubmitted,deadline,status
259,Volta Hall,Science Block,maintenance_structural,1,2024-02-12 07:32,2024-02-12 11:15,pending
260,Legacy Hall,Maintenance Depot,maintenance_plumbing,4,2024-02-13 20:21,2024-02-13 22:17,completed
261,Alexander Kwapong Hostel,Maintenance Depot,maintenance_IT,5,2024-02-03 14:35,2024-02-03 16:13,cancelled
262,Shuttle Stop A,Maintenance Depot,maintenance_IT,5,2024-01-27 10:31,2024-01-27 11:29,pending
263,Mensah Sarbah Hall,N Block,maintenance_structural,3,2024-02-12 18:21,2024-02-12 21:47,cancelled
264,Legacy Hall,Maintenance Depot,maintenance_electrical,1,2024-02-14 13:43,2024-02-14 15:32,assigned
265,Mensah Sarbah Hall,School of Engineering,maintenance_IT,5,2024-02-12 20:56,2024-02-12 21:59,pending
266,Legacy Hall,N Block,maintenance_plumbing,5,2024-01-26 20:06,2024-01-26 21:25,pending
267,Jean Nelson Hall,School of Engineering,maintenance_IT,2,2024-01-16 17:01,2024-01-16 20:20,cancelled
268,School of Business,N Block,maintenance_structural,5,2024-02-14 08:11,2024-02-14 09:12,completed
269,Mizpah Hostel,Maintenance Depot,maintenance_plumbing,4,2024-02-09 15:09,2024-02-09 17:38,pending
270,School of Pharmacy,Maintenance Depot,maintenance_plumbing,5,2024-01-20 09:34,2024-01-20 12:32,pending
271,School of Business,Presbyterian Hall,shuttle_ride,4,2024-01-27 13:43,2024-01-27 16:12,pending
272,Commonwealth Hall,Maintenance Depot,maintenance_electrical,2,2024-02-01 10:01,2024-02-01 13:16,pending
273,Bani Hostel,Maintenance Depot,maintenance_IT,2,2024-01-20 19:30,2024-01-20 22:33,pending
274,Alexander Kwapong Hostel,Engineering Block,maintenance_plumbing,3,2024-01-16 15:14,2024-01-16 16:46,pending
275,Legacy Hall,School of Engineering,maintenance_plumbing,5,2024-01-22 17:43,2024-01-22 19:49,pending
276,Engineering Block,Maintenance Depot,maintenance_electrical,3,2024-02-13 12:45,2024-02-13 14:12,pending
277,Night Market,Maintenance Depot,maintenance_structural,5,2024-02-14 10:41,2024-02-14 12:03,completed
278,School of Pharmacy,Maintenance Depot,maintenance_structural,3,2024-01-31 15:07,2024-01-31 16:54,pending
279,Legon Hall,Maintenance Depot,maintenance_electrical,2,2024-01-15 16:03,2024-01-15 17:00,pending
280,Alexander Kwapong Hostel,Science Block,maintenance_plumbing,4,2024-01-16 12:57,2024-01-16 15:28,pending
281,Alexander Kwapong Hostel,Volta Hall,shuttle_ride,3,2024-01-15 08:10,2024-01-15 11:05,cancelled
282,Commonwealth Hall,Maintenance Depot,maintenance_plumbing,4,2024-01-28 12:34,2024-01-28 14:27,assigned
283,Balme Library,Maintenance Depot,maintenance_structural,1,2024-01-17 11:09,2024-01-17 12:17,completed
284,Akuafo Hall,Maintenance Depot,maintenance_plumbing,4,2024-02-07 07:59,2024-02-07 10:53,completed
285,Engineering Block,N Block,maintenance_plumbing,5,2024-02-10 20:35,2024-02-10 22:02,pending
286,Engineering Block,Maintenance Depot,maintenance_structural,1,2024-01-29 14:58,2024-01-29 17:18,cancelled
287,Akuafo Hall,Maintenance Depot,maintenance_IT,2,2024-01-28 08:52,2024-01-28 10:33,pending
288,School of Pharmacy,Engineering Block,maintenance_IT,3,2024-01-20 16:27,2024-01-20 18:12,pending
289,Amafi Hostel,Legacy Hall,shuttle_ride,3,2024-01-26 13:02,2024-01-26 15:43,completed
290,Alexander Kwapong Hostel,Maintenance Depot,maintenance_electrical,5,2024-02-12 15:13,2024-02-12 17:26,pending
291,Night Market,School of Engineering,maintenance_structural,2,2024-01-19 16:56,2024-01-19 19:41,pending
292,Akuafo Hall,School of Engineering,maintenance_plumbing,2,2024-02-12 19:36,2024-02-12 22:37,completed
293,Legon Hall,Maintenance Depot,maintenance_electrical,3,2024-02-03 11:56,2024-02-03 13:57,completed
294,N Block,Engineering Block,maintenance_plumbing,3,2024-02-02 08:01,2024-02-02 09:12,cancelled
295,Shuttle Stop B,Maintenance Depot,maintenance_structural,1,2024-02-10 14:18,2024-02-10 18:09,pending
296,Commonwealth Hall,School of Engineering,maintenance_plumbing,5,2024-01-23 13:23,2024-01-23 15:26,pending
297,Night Market,School of Engineering,maintenance_IT,4,2024-02-10 15:11,2024-02-10 18:57,pending
298,Volta Hall,N Block,maintenance_IT,4,2024-01-18 07:51,2024-01-18 10:50,completed
299,Mizpah Hostel,Maintenance Depot,maintenance_plumbing,5,2024-02-08 15:43,2024-02-08 18:36,pending
300,Amafi Hostel,Maintenance Depot,maintenance_electrical,4,2024-01-17 07:38,2024-01-17 10:52,pending
301,Balme Library,N Block,maintenance_electrical,5,2024-02-02 19:53,2024-02-02 20:42,pending
302,Amafi Hostel,School of Engineering,maintenance_structural,5,2024-02-03 12:21,2024-02-03 16:06,cancelled
303,Alexander Kwapong Hostel,Science Block,maintenance_plumbing,4,2024-01-23 12:14,2024-01-23 13:33,assigned
304,Amafi Hostel,Engineering Block,maintenance_electrical,1,2024-02-02 19:45,2024-02-02 22:18,pending
305,School of Pharmacy,Maintenance Depot,maintenance_structural,5,2024-01-21 08:11,2024-01-21 08:41,completed
306,Shuttle Stop C,Maintenance Depot,maintenance_electrical,5,2024-02-11 20:55,2024-02-11 23:23,pending
307,Claver Robinson Hostel,Maintenance Depot,maintenance_plumbing,2,2024-01-20 20:48,2024-01-20 22:27,pending
308,Night Market,School of Business,shuttle_ride,2,2024-02-13 20:02,2024-02-13 21:37,pending
309,Legacy Hall,Maintenance Depot,maintenance_IT,5,2024-02-08 14:03,2024-02-08 16:23,completed
310,Night Market,School of Engineering,maintenance_structural,1,2024-01-29 11:04,2024-01-29 11:46,cancelled
311,Night Market,Maintenance Depot,maintenance_electrical,4,2024-02-14 09:47,2024-02-14 11:55,cancelled
312,Legacy Hall,Science Block,maintenance_structural,2,2024-02-09 08:16,2024-02-09 09:15,completed
313,Akuafo Hall,Mensah Sarbah Hall,shuttle_ride,5,2024-01-19 19:57,2024-01-19 21:57,cancelled
314,Engineering Block,Shuttle Stop B,shuttle_ride,3,2024-01-23 14:30,2024-01-23 16:52,assigned
315,Central Cafeteria,N Block,maintenance_IT,5,2024-01-15 16:26,2024-01-15 18:23,pending
316,Presbyterian Hall,School of Engineering,maintenance_IT,4,2024-02-05 12:08,2024-02-05 12:40,pending
317,Amafi Hostel,N Block,maintenance_IT,1,2024-02-07 08:20,2024-02-07 09:04,pending
318,Science Block,Maintenance Depot,maintenance_electrical,2,2024-02-10 08:56,2024-02-10 10:52,assigned
319,Bani Hostel,Maintenance Depot,maintenance_structural,2,2024-02-13 19:46,2024-02-13 20:44,completed
320,Central Cafeteria,Engineering Block,maintenance_plumbing,1,2024-01-17 08:56,2024-01-17 12:16,assigned
